codigoPrestador;representanteLegal;email;nomePrestador;razaoSocial;telefone;celular
2357;Gabriela Rocha;esocial01@inmestra.com.br;Instituto MedCare;Bem-Estar Diagnósticos LTDA;(37) 6062-6693;(73) 99492-2918
2360;João Lima;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Instituto MedCare LTDA;(53) 3831-4247;(94) 93654-6156
2361;Patrícia Andrade;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Saúde Integral S/A;(84) 4299-6142;(26) 94727-1606
2366;Juliana Castro;esocial01@inmestra.com.br;Instituto MedCare;Horizonte Clínicas Integradas;(42) 7171-5797;(91) 95990-6338
2370;Patrícia Andrade;inovacao01@inmestra.com.br;Instituto MedCare;Saúde e Trabalho LTDA;(78) 2190-2801;(46) 99891-7615
2388;Fernanda Souza;suporte01@inmestra.com.br;Clínica Vida Saudável;Corporativa Plus Saúde LTDA;(15) 3698-9376;(74) 97692-2026
2392;Fernanda Souza;inovacao01@inmestra.com.br;Clínica Horizonte;Bem-Estar Diagnósticos LTDA;(23) 8253-5898;(28) 94603-3749
2399;Fernanda Souza;esocial01@inmestra.com.br;Clínica Vida Saudável;Nova Esperança Serviços Médicos LTDA;(99) 9259-6529;(98) 98752-5047
2421;Gabriela Rocha;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde Integral S/A;(67) 5615-5887;(56) 96254-2691
2426;Rafael Dias;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Saúde Integral S/A;(16) 5068-5162;(39) 98880-7432
2429;Lucas Ferreira;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Saúde e Trabalho LTDA;(45) 9414-6538;(29) 97467-8919
2439;Vanessa Martins;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde e Trabalho LTDA;(37) 7197-4186;(20) 97010-6539
2453;Thiago Almeida;esocial01@inmestra.com.br;Saúde Corporativa Plus;Instituto MedCare LTDA;(73) 7746-7173;(79) 98344-7410
2457;Fernanda Souza;esocial01@inmestra.com.br;Clínica Vida Saudável;Horizonte Clínicas Integradas;(24) 7084-3892;(54) 96335-9681
2464;João Lima;suporte01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(92) 6056-9573;(23) 99892-5426
2492;Juliana Castro;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Diagnóstico Avançado S/A;(70) 5326-8895;(74) 95272-2120
2519;Fernanda Souza;inovacao01@inmestra.com.br;Clínica Horizonte;Vida Saudável LTDA;(57) 6026-7619;(76) 94629-2460
2527;Juliana Castro;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde e Trabalho LTDA;(16) 7873-3108;(12) 95238-8106
2528;Carlos Moreira;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Corporativa Plus Saúde LTDA;(80) 9051-2463;(40) 98754-9226
2529;Lucas Ferreira;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Bem-Estar Diagnósticos LTDA;(22) 3680-5925;(68) 92130-1253
2530;Thiago Almeida;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde e Trabalho LTDA;(40) 7386-8271;(90) 94035-4092
2541;Thiago Almeida;inovacao01@inmestra.com.br;Clínica Horizonte;Corporativa Plus Saúde LTDA;(62) 7883-9922;(51) 98100-3418
2548;Juliana Castro;inovacao01@inmestra.com.br;Clínica Nova Esperança;Diagnóstico Avançado S/A;(48) 3522-5802;(56) 99625-9215
2562;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Vida Saudável;Bem-Estar Diagnósticos LTDA;(49) 8993-1243;(32) 94073-2833
2567;Lucas Ferreira;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Horizonte Clínicas Integradas;(86) 4115-8925;(66) 94735-2850
2604;Juliana Castro;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde Integral S/A;(83) 5957-2813;(64) 95125-8060
2616;Thiago Almeida;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Corporativa Plus Saúde LTDA;(27) 2660-8781;(54) 92157-5279
2622;Patrícia Andrade;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(76) 4072-9323;(25) 91834-6611
2632;João Lima;inovacao01@inmestra.com.br;Clínica Vida Saudável;Nova Esperança Serviços Médicos LTDA;(81) 7318-8122;(81) 98755-3196
2665;João Lima;esocial01@inmestra.com.br;Clínica Vida Saudável;Diagnóstico Avançado S/A;(73) 5789-2635;(15) 95570-7890
2672;Patrícia Andrade;esocial01@inmestra.com.br;Clínica ProVida;Diagnóstico Avançado S/A;(19) 3049-2326;(28) 93854-7434
2739;Fernanda Souza;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Diagnóstico Avançado S/A;(76) 3768-4720;(45) 97873-4206
2777;Vanessa Martins;inovacao01@inmestra.com.br;Clínica Nova Esperança;Corporativa Plus Saúde LTDA;(26) 5691-7850;(50) 99645-3931
2801;Fernanda Souza;esocial01@inmestra.com.br;Centro Médico Bem-Estar;ProVida Serviços Médicos LTDA;(20) 9124-6761;(54) 97753-2453
2811;Patrícia Andrade;suporte01@inmestra.com.br;Clínica Vida Saudável;Corporativa Plus Saúde LTDA;(71) 3210-4923;(59) 93750-4209
2813;Rafael Dias;esocial01@inmestra.com.br;Clínica ProVida;Vida Saudável LTDA;(90) 8536-3934;(77) 96919-3336
2824;Vanessa Martins;suporte01@inmestra.com.br;Clínica Nova Esperança;Diagnóstico Avançado S/A;(81) 4464-6053;(62) 93613-3546
2826;Vanessa Martins;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Vida Saudável LTDA;(27) 2598-8812;(20) 99762-6082
2830;Juliana Castro;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Corporativa Plus Saúde LTDA;(37) 6194-8656;(75) 99713-1746
2916;Patrícia Andrade;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Instituto MedCare LTDA;(85) 2071-5007;(32) 92761-4227
2918;Juliana Castro;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(98) 2876-8874;(94) 99336-4656
2931;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Nova Esperança;Horizonte Clínicas Integradas;(21) 5914-7972;(99) 95271-5120
2977;Fernanda Souza;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Instituto MedCare LTDA;(39) 4480-9897;(51) 92505-2354
2987;Vanessa Martins;suporte01@inmestra.com.br;Clínica ProVida;Diagnóstico Avançado S/A;(80) 9529-9483;(32) 97524-2211
2990;Rafael Dias;suporte01@inmestra.com.br;Saúde Corporativa Plus;Horizonte Clínicas Integradas;(36) 6468-8861;(69) 99111-8452
3012;Fernanda Souza;inovacao01@inmestra.com.br;Clínica Vida Saudável;Diagnóstico Avançado S/A;(82) 7128-1062;(80) 94539-4672
3045;Gabriela Rocha;suporte01@inmestra.com.br;Clínica Vida Saudável;Instituto MedCare LTDA;(55) 5433-6380;(77) 96980-7459
3100;Lucas Ferreira;inovacao01@inmestra.com.br;Clínica Horizonte;Diagnóstico Avançado S/A;(12) 2986-8952;(20) 99483-2296
3101;Thiago Almeida;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Saúde Integral S/A;(13) 5866-7103;(52) 97400-6936
3130;João Lima;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(57) 6764-2982;(59) 98709-6558
3138;Carlos Moreira;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde e Trabalho LTDA;(64) 3808-3388;(37) 95488-4300
3139;Thiago Almeida;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Corporativa Plus Saúde LTDA;(30) 8557-6189;(91) 96679-4840
3146;Juliana Castro;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Horizonte Clínicas Integradas;(60) 4913-4154;(23) 97297-2008
3251;Rafael Dias;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Vida Saudável LTDA;(90) 6674-9084;(45) 99540-7801
3259;Patrícia Andrade;inovacao01@inmestra.com.br;Clínica Horizonte;Diagnóstico Avançado S/A;(18) 7352-6618;(77) 94208-1613
3270;Lucas Ferreira;esocial01@inmestra.com.br;Instituto MedCare;Nova Esperança Serviços Médicos LTDA;(34) 5899-5045;(98) 94437-1098
3294;Rafael Dias;esocial01@inmestra.com.br;Clínica Horizonte;Corporativa Plus Saúde LTDA;(40) 5470-9956;(33) 91433-5156
170;Gabriela Rocha;esocial01@inmestra.com.br;Clínica ProVida;Vida Saudável LTDA;(63) 7637-1926;(73) 99803-3668
210;Rafael Dias;inovacao01@inmestra.com.br;Clínica Nova Esperança;Instituto MedCare LTDA;(32) 9938-9758;(31) 97671-8118
2;Vanessa Martins;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Instituto MedCare LTDA;(24) 9935-8763;(63) 99161-9810
3;João Lima;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde Integral S/A;(65) 2822-9929;(66) 96746-3928
25;Rafael Dias;inovacao01@inmestra.com.br;Clínica Nova Esperança;Saúde Integral S/A;(82) 9244-6550;(52) 97915-4374
63;Juliana Castro;esocial01@inmestra.com.br;Clínica Vida Saudável;Corporativa Plus Saúde LTDA;(14) 8790-6065;(65) 98537-1115
7;Lucas Ferreira;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(72) 5349-4876;(93) 93965-9029
40;Carlos Moreira;inovacao01@inmestra.com.br;Clínica Horizonte;Vida Saudável LTDA;(56) 8535-8115;(81) 91571-9645
60;Rafael Dias;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Saúde Integral S/A;(74) 2949-1283;(25) 91368-8108
61;Rafael Dias;suporte01@inmestra.com.br;Clínica ProVida;Bem-Estar Diagnósticos LTDA;(53) 3682-9103;(82) 98677-5249
66;Fernanda Souza;esocial01@inmestra.com.br;Clínica Vida Saudável;Saúde e Trabalho LTDA;(24) 5203-9959;(25) 97739-9157
51;Rafael Dias;inovacao01@inmestra.com.br;Instituto MedCare;Saúde Integral S/A;(55) 5674-4906;(32) 96460-1492
47;Patrícia Andrade;suporte01@inmestra.com.br;Instituto MedCare;Vida Saudável LTDA;(33) 3072-7332;(92) 99060-6100
16;Fernanda Souza;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde Integral S/A;(55) 8042-9634;(62) 91627-4017
41;Gabriela Rocha;inovacao01@inmestra.com.br;Instituto MedCare;Nova Esperança Serviços Médicos LTDA;(57) 4226-8536;(66) 93813-2757
58;João Lima;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Diagnóstico Avançado S/A;(99) 8541-8860;(23) 97023-3875
17;Vanessa Martins;suporte01@inmestra.com.br;Clínica Horizonte;Corporativa Plus Saúde LTDA;(27) 2822-6217;(54) 99849-5011
23;Fernanda Souza;suporte01@inmestra.com.br;Saúde Corporativa Plus;Corporativa Plus Saúde LTDA;(34) 9747-2611;(25) 96570-9774
33;Carlos Moreira;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Diagnóstico Avançado S/A;(94) 8968-8544;(77) 96437-3167
35;João Lima;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Corporativa Plus Saúde LTDA;(60) 3645-7939;(26) 91753-1015
37;Patrícia Andrade;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde e Trabalho LTDA;(44) 2932-7867;(53) 93613-3030
44;Gabriela Rocha;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Saúde Integral S/A;(38) 8914-9021;(71) 94449-1055
75;Carlos Moreira;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Instituto MedCare LTDA;(75) 8362-8046;(31) 97713-7751
74;Rafael Dias;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;ProVida Serviços Médicos LTDA;(13) 4174-4953;(64) 96064-4149
73;João Lima;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Instituto MedCare LTDA;(37) 2530-7362;(86) 91598-4905
79;Thiago Almeida;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Nova Esperança Serviços Médicos LTDA;(82) 6601-3096;(38) 94363-6138
110;Rafael Dias;esocial01@inmestra.com.br;Saúde Integral Ocupacional;ProVida Serviços Médicos LTDA;(91) 4770-1722;(21) 91578-7167
116;Thiago Almeida;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Nova Esperança Serviços Médicos LTDA;(73) 2011-2088;(26) 93338-6289
109;Carlos Moreira;inovacao01@inmestra.com.br;Clínica Horizonte;Corporativa Plus Saúde LTDA;(30) 7448-4157;(74) 91536-4277
115;Carlos Moreira;suporte01@inmestra.com.br;Clínica Nova Esperança;Vida Saudável LTDA;(56) 5142-2035;(66) 97684-6925
92;João Lima;esocial01@inmestra.com.br;Saúde Corporativa Plus;Corporativa Plus Saúde LTDA;(70) 7354-4440;(83) 97942-2175
88;Juliana Castro;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Instituto MedCare LTDA;(72) 5990-9252;(26) 94074-7425
111;João Lima;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Diagnóstico Avançado S/A;(62) 3750-1204;(65) 95094-3432
103;Thiago Almeida;inovacao01@inmestra.com.br;Clínica Vida Saudável;ProVida Serviços Médicos LTDA;(40) 3732-5762;(25) 92118-1278
97;Patrícia Andrade;suporte01@inmestra.com.br;Clínica ProVida;Instituto MedCare LTDA;(50) 5439-9234;(58) 95015-9669
100;Patrícia Andrade;inovacao01@inmestra.com.br;Clínica ProVida;Vida Saudável LTDA;(64) 5043-1450;(53) 92213-2619
93;Vanessa Martins;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Corporativa Plus Saúde LTDA;(65) 2057-2564;(80) 99395-7672
125;Gabriela Rocha;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Diagnóstico Avançado S/A;(40) 3206-3877;(18) 93098-6744
124;Carlos Moreira;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(53) 7323-4216;(53) 95083-8071
119;Juliana Castro;suporte01@inmestra.com.br;Instituto MedCare;Corporativa Plus Saúde LTDA;(99) 3446-9781;(59) 91904-9287
108;Thiago Almeida;esocial01@inmestra.com.br;Clínica Vida Saudável;Saúde e Trabalho LTDA;(58) 3456-4348;(26) 92907-5157
134;Lucas Ferreira;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Nova Esperança Serviços Médicos LTDA;(84) 4001-5937;(93) 98736-3979
137;Thiago Almeida;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Corporativa Plus Saúde LTDA;(84) 8314-3622;(43) 91937-7747
135;Rafael Dias;esocial01@inmestra.com.br;Saúde Corporativa Plus;Bem-Estar Diagnósticos LTDA;(51) 3937-9048;(78) 96156-7705
133;João Lima;esocial01@inmestra.com.br;Clínica ProVida;Instituto MedCare LTDA;(99) 3497-2696;(77) 93987-6417
143;Carlos Moreira;inovacao01@inmestra.com.br;Clínica Nova Esperança;Horizonte Clínicas Integradas;(72) 3131-7785;(35) 93252-7595
154;Lucas Ferreira;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Diagnóstico Avançado S/A;(76) 4383-4583;(15) 99245-9644
155;Lucas Ferreira;suporte01@inmestra.com.br;Saúde Corporativa Plus;Saúde Integral S/A;(95) 5430-3765;(99) 97683-1576
150;Vanessa Martins;esocial01@inmestra.com.br;Clínica Vida Saudável;Saúde Integral S/A;(81) 9524-9715;(16) 94433-2624
147;Gabriela Rocha;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Nova Esperança Serviços Médicos LTDA;(80) 2381-1157;(83) 91691-6354
148;Lucas Ferreira;inovacao01@inmestra.com.br;Clínica Vida Saudável;Instituto MedCare LTDA;(40) 7288-1612;(19) 95344-1045
165;Rafael Dias;esocial01@inmestra.com.br;Clínica ProVida;Saúde Integral S/A;(23) 4504-8896;(16) 91034-8716
160;Rafael Dias;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(40) 4346-6386;(31) 95288-1737
161;Juliana Castro;inovacao01@inmestra.com.br;Clínica ProVida;ProVida Serviços Médicos LTDA;(18) 9647-7602;(77) 91188-7829
189;Gabriela Rocha;inovacao01@inmestra.com.br;Clínica Vida Saudável;Bem-Estar Diagnósticos LTDA;(49) 5281-5692;(79) 91639-1908
195;João Lima;inovacao01@inmestra.com.br;Clínica Vida Saudável;Diagnóstico Avançado S/A;(95) 7401-1610;(31) 95111-7153
190;João Lima;esocial01@inmestra.com.br;Instituto MedCare;Diagnóstico Avançado S/A;(41) 5366-1466;(66) 91062-5913
184;João Lima;esocial01@inmestra.com.br;Instituto MedCare;Vida Saudável LTDA;(32) 8532-6132;(69) 91571-7134
194;Thiago Almeida;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde e Trabalho LTDA;(30) 3786-9385;(61) 97811-2941
203;Vanessa Martins;suporte01@inmestra.com.br;Clínica Vida Saudável;Saúde Integral S/A;(45) 9655-8046;(62) 91780-1576
225;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Vida Saudável;Corporativa Plus Saúde LTDA;(13) 4364-1747;(23) 95769-2430
230;João Lima;esocial01@inmestra.com.br;Saúde Corporativa Plus;Saúde e Trabalho LTDA;(35) 6361-7903;(19) 94885-2623
236;Gabriela Rocha;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde e Trabalho LTDA;(50) 4228-3034;(35) 93568-2564
201;Thiago Almeida;inovacao01@inmestra.com.br;Clínica Nova Esperança;Horizonte Clínicas Integradas;(93) 4231-6979;(82) 95461-1278
240;Lucas Ferreira;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Instituto MedCare LTDA;(50) 2383-9496;(54) 98175-1710
246;Patrícia Andrade;esocial01@inmestra.com.br;Clínica ProVida;Horizonte Clínicas Integradas;(31) 8775-7352;(42) 91181-5804
218;Fernanda Souza;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Saúde Integral S/A;(55) 3461-2347;(20) 93652-3534
219;Lucas Ferreira;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Bem-Estar Diagnósticos LTDA;(28) 7592-1253;(58) 97163-9634
229;Fernanda Souza;inovacao01@inmestra.com.br;Clínica ProVida;Saúde e Trabalho LTDA;(95) 4462-5511;(22) 92996-5349
212;Patrícia Andrade;suporte01@inmestra.com.br;Instituto MedCare;Bem-Estar Diagnósticos LTDA;(15) 9194-9753;(14) 91646-5723
224;Carlos Moreira;inovacao01@inmestra.com.br;Clínica Nova Esperança;Vida Saudável LTDA;(13) 8663-2488;(33) 93997-4198
242;Thiago Almeida;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Nova Esperança Serviços Médicos LTDA;(72) 6243-6362;(75) 92280-8495
213;Rafael Dias;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Saúde e Trabalho LTDA;(88) 2452-7022;(13) 99830-9012
221;Carlos Moreira;suporte01@inmestra.com.br;Clínica Nova Esperança;ProVida Serviços Médicos LTDA;(98) 9851-4425;(85) 92804-2416
220;Fernanda Souza;inovacao01@inmestra.com.br;Clínica Horizonte;Vida Saudável LTDA;(94) 9833-8284;(57) 99008-2293
231;Fernanda Souza;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Instituto MedCare LTDA;(31) 8838-9141;(29) 95573-1412
244;Thiago Almeida;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Saúde e Trabalho LTDA;(27) 2369-7000;(67) 92530-8568
206;Juliana Castro;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Corporativa Plus Saúde LTDA;(11) 5895-6639;(23) 92645-2844
200;Lucas Ferreira;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Bem-Estar Diagnósticos LTDA;(70) 8427-5355;(98) 98982-7979
269;Patrícia Andrade;esocial01@inmestra.com.br;Clínica Horizonte;Nova Esperança Serviços Médicos LTDA;(47) 4326-6468;(48) 91202-2626
285;Vanessa Martins;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Corporativa Plus Saúde LTDA;(56) 3702-6593;(34) 93613-1118
271;Vanessa Martins;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(12) 2004-5380;(47) 91783-4053
288;Lucas Ferreira;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Bem-Estar Diagnósticos LTDA;(84) 6390-6148;(93) 94168-4242
303;Fernanda Souza;inovacao01@inmestra.com.br;Clínica Horizonte;Instituto MedCare LTDA;(14) 7510-7562;(21) 97675-7282
278;Gabriela Rocha;esocial01@inmestra.com.br;Clínica Nova Esperança;Bem-Estar Diagnósticos LTDA;(57) 3923-8375;(67) 91404-4809
279;João Lima;esocial01@inmestra.com.br;Clínica Vida Saudável;Saúde e Trabalho LTDA;(96) 3716-9386;(36) 97430-2995
265;Vanessa Martins;suporte01@inmestra.com.br;Saúde Corporativa Plus;Nova Esperança Serviços Médicos LTDA;(74) 9163-3612;(50) 96701-8112
251;Fernanda Souza;suporte01@inmestra.com.br;Clínica Horizonte;Corporativa Plus Saúde LTDA;(66) 3114-1142;(96) 94143-7989
281;João Lima;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Instituto MedCare LTDA;(66) 3545-1497;(43) 93977-6099
247;Rafael Dias;inovacao01@inmestra.com.br;Instituto MedCare;Nova Esperança Serviços Médicos LTDA;(86) 6900-8939;(71) 97589-5338
264;Patrícia Andrade;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Horizonte Clínicas Integradas;(74) 8722-4223;(60) 96837-5266
294;Juliana Castro;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Vida Saudável LTDA;(65) 4439-2410;(76) 92943-5950
284;Thiago Almeida;esocial01@inmestra.com.br;Clínica Vida Saudável;Saúde e Trabalho LTDA;(79) 8529-1599;(80) 94143-9681
301;Fernanda Souza;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;ProVida Serviços Médicos LTDA;(34) 9875-5542;(90) 94332-9184
305;Lucas Ferreira;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Saúde e Trabalho LTDA;(72) 8903-2881;(33) 93460-6487
256;Thiago Almeida;suporte01@inmestra.com.br;Clínica ProVida;Saúde Integral S/A;(83) 6101-4169;(34) 91620-1928
311;Gabriela Rocha;inovacao01@inmestra.com.br;Clínica Vida Saudável;Nova Esperança Serviços Médicos LTDA;(75) 4563-5398;(91) 92772-2090
312;Fernanda Souza;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Nova Esperança Serviços Médicos LTDA;(53) 6010-1849;(42) 93104-2133
315;Gabriela Rocha;suporte01@inmestra.com.br;Clínica ProVida;Saúde e Trabalho LTDA;(95) 9393-2843;(48) 92704-1594
318;Vanessa Martins;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde e Trabalho LTDA;(99) 5071-6302;(82) 98225-3617
319;Fernanda Souza;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Diagnóstico Avançado S/A;(30) 3011-8910;(72) 99454-6698
323;Fernanda Souza;suporte01@inmestra.com.br;Clínica Nova Esperança;Bem-Estar Diagnósticos LTDA;(39) 9365-7572;(35) 95073-2585
330;Thiago Almeida;suporte01@inmestra.com.br;Clínica Horizonte;Instituto MedCare LTDA;(51) 4292-9956;(12) 94016-9870
331;Lucas Ferreira;inovacao01@inmestra.com.br;Clínica Vida Saudável;ProVida Serviços Médicos LTDA;(93) 5500-6316;(89) 98891-9469
337;Juliana Castro;suporte01@inmestra.com.br;Saúde Corporativa Plus;Saúde e Trabalho LTDA;(96) 7814-8301;(37) 94251-8715
343;Fernanda Souza;inovacao01@inmestra.com.br;Instituto MedCare;Saúde Integral S/A;(85) 3371-6449;(14) 97134-7176
346;Thiago Almeida;esocial01@inmestra.com.br;Clínica Horizonte;Saúde e Trabalho LTDA;(32) 5963-3076;(68) 99792-2092
